Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32612276,02/06/2016 10:19:31 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11357,,,,,UTOPIA PARKWAY,16 AVENUE,INTERSECTION,WHITESTONE,,N/A,Open,02/18/2016 09:02:53 AM,The Department of Transportation will inspect the condition and will determine the next action.,02/10/2016 12:48:33 PM,07 QUEENS,QUEENS,1041095,224994,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78404995059004,-73.79473225923167,"(40.78404995059004, -73.79473225923167)"
32614088,02/06/2016 10:21:21 AM,03/19/2016 09:44:39 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10011,7 AVENUE,7 AVENUE,WEST 18 STREET,WEST 19 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,02/26/2016 10:21:21 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/19/2016 09:44:39 AM,04 MANHATTAN,MANHATTAN,984901,209370,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74134887673359,-73.99765074267201,"(40.74134887673359, -73.99765074267201)"
32617425,02/06/2016 10:25:00 AM,02/06/2016 05:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,3 AVE,73 ST E,INTERSECTION,,,N/A,Closed,,,02/06/2016 05:45:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32617969,02/06/2016 10:25:44 AM,03/17/2016 08:43:28 AM,DOT,Department of Transportation,Broken Parking Meter,Out of Order,Street,11223,2275 MCDONALD AVENUE,MCDONALD AVENUE,AVENUE U,VILLAGE ROAD NORTH,,,ADDRESS,BROOKLYN,,N/A,Closed,02/26/2016 10:25:44 AM,The Department of Transportation has completed the request or corrected the condition.,03/17/2016 08:43:28 AM,15 BROOKLYN,BROOKLYN,991678,156714,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59681685809214,-73.97325267123907,"(40.59681685809214, -73.97325267123907)"
32617687,02/06/2016 10:26:08 AM,02/09/2016 08:26:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11385,72-07 MYRTLE AVENUE,MYRTLE AVENUE,72 PLACE,72 STREET,,,ADDRESS,Ridgewood,,N/A,Closed,,,02/09/2016 08:26:00 AM,05 QUEENS,QUEENS,1018089,195123,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70217962621828,-73.87795724085194,"(40.70217962621828, -73.87795724085194)"
32612840,02/06/2016 10:29:01 AM,02/09/2016 01:34:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11220,9 AVENUE,9 AVENUE,56 STREET,57 STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,,02/09/2016 01:34:00 PM,12 BROOKLYN,BROOKLYN,982780,171041,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63614449498184,-74.0052964114844,"(40.63614449498184, -74.0052964114844)"
32618127,02/06/2016 10:36:00 AM,02/10/2016 08:54:19 AM,DOT,Department of Transportation,Street Sign - Damaged,Bus Stop,Street,11385,66-66 FRESH PD ROAD,FRESH PD ROAD,MADISON STREET,PUTNAM AVENUE,,,ADDRESS,RIDGEWOOD,,N/A,Closed,08/06/2016 06:57:06 AM,The Department of Transportation has completed the request or corrected the condition.,02/10/2016 08:54:19 AM,05 QUEENS,QUEENS,1012768,196830,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70688368448778,-73.89714055728618,"(40.70688368448778, -73.89714055728618)"
32613793,02/06/2016 10:37:00 AM,03/11/2016 10:24:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11385,70-11 67 PLACE,67 PLACE,70 AVE,CENTRAL AVE,67 PLACE,CENTRAL AVENUE,INTERSECTION,Ridgewood,,N/A,Closed,,,03/11/2016 10:24:00 AM,05 QUEENS,QUEENS,1015770,195557,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.703379417547566,-73.88631883813831,"(40.703379417547566, -73.88631883813831)"
32615837,02/06/2016 10:37:37 AM,03/19/2016 09:54:16 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,11235,,,,,EAST   17 STREET,AVENUE Z,INTERSECTION,BROOKLYN,,N/A,Closed,02/27/2016 10:37:37 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/19/2016 09:54:16 AM,15 BROOKLYN,BROOKLYN,997456,153567,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58817224971098,-73.95245294681791,"(40.58817224971098, -73.95245294681791)"
32617554,02/06/2016 10:40:00 AM,02/06/2016 12:00:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,GATEWAY DR,SITE DR,INTERSECTION,,,N/A,Closed,,,02/06/2016 12:00:00 PM,Unspecified BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32617936,02/06/2016 10:40:29 AM,03/05/2016 10:34:31 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10040,138 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/26/2016 10:40:29 AM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,03/05/2016 10:34:31 AM,12 MANHATTAN,MANHATTAN,1004716,253024,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8611434419365,-73.92601150368121,"(40.8611434419365, -73.92601150368121)"
32619238,02/06/2016 10:46:00 AM,02/09/2016 01:25:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,39 ST E,QUEENS MIDTOWN TUNNEL APP,INTERSECTION,,,N/A,Closed,,,02/09/2016 01:25:00 AM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32617854,02/06/2016 10:46:22 AM,03/25/2016 03:42:58 PM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10021,,,,,EAST   74 STREET,MADISON AVENUE,INTERSECTION,NEW YORK,,N/A,Closed,02/27/2016 10:46:22 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/25/2016 03:42:58 PM,08 MANHATTAN,MANHATTAN,994090,220940,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77310012095384,-73.96447355684663,"(40.77310012095384, -73.96447355684663)"
32613728,02/06/2016 10:47:27 AM,02/09/2016 12:50:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11379,73-17 PENELOPE AVENUE,PENELOPE AVENUE,74 STREET,BEND,,,ADDRESS,Middle Village,,N/A,Closed,,,02/09/2016 12:50:00 PM,05 QUEENS,QUEENS,1017080,200239,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71622562209585,-73.8815713211349,"(40.71622562209585, -73.8815713211349)"
32613188,02/06/2016 10:50:00 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11418,,,,,LEFFERTS BOULEVARD,JAMAICA AVENUE,INTERSECTION,RICHMOND HILL,,N/A,Open,05/06/2016 10:50:00 AM,The Department of Transportation requires 90 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,09 QUEENS,QUEENS,1031142,194354,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70000936227008,-73.83088612347797,"(40.70000936227008, -73.83088612347797)"
32613164,02/06/2016 10:51:52 AM,03/25/2016 03:43:08 PM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11223,2658 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,CRAWFORD AVENUE,AVENUE X,,,ADDRESS,BROOKLYN,,N/A,Closed,02/26/2016 10:51:52 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/25/2016 03:43:08 PM,15 BROOKLYN,BROOKLYN,995160,154938,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.591938493487106,-73.96071728007631,"(40.591938493487106, -73.96071728007631)"
32618083,02/06/2016 10:54:42 AM,02/08/2016 12:09:32 PM,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11101,,,,,11 STREET,45 ROAD,INTERSECTION,LONG ISLAND CITY,,N/A,Closed,02/16/2016 10:54:42 AM,The City inspected the condition you reported and asked the Department of Environmental Protection to address the issue.,02/08/2016 12:09:32 PM,02 QUEENS,QUEENS,998084,211470,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74710205462293,-73.95007306570065,"(40.74710205462293, -73.95007306570065)"
32618867,02/06/2016 10:56:21 AM,,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11418,,,,,116 STREET,METROPOLITAN AVENUE,INTERSECTION,RICHMOND HILL,,N/A,Open,05/06/2016 10:56:21 AM,The Department of Transportation requires 90 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,09 QUEENS,QUEENS,1029667,197107,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70757338015884,-73.83618706454698,"(40.70757338015884, -73.83618706454698)"
32613189,02/06/2016 10:58:10 AM,02/11/2016 01:09:30 PM,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,11203,,,,,CHURCH AVENUE,EAST   51 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,02/16/2016 10:58:10 AM,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,02/11/2016 01:09:30 PM,17 BROOKLYN,BROOKLYN,1003842,176803,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.651938393832545,-73.92939328566803,"(40.651938393832545, -73.92939328566803)"
32618376,02/06/2016 10:58:37 AM,02/11/2016 07:21:50 AM,DOT,Department of Transportation,Street Sign - Dangling,Street Cleaning - ASP,Street,10451,853 WALTON AVENUE,WALTON AVENUE,EAST 158 STREET,EAST 161 STREET,,,ADDRESS,BRONX,,N/A,Closed,02/23/2016 08:10:46 AM,The Department of Transportation has completed the request or corrected the condition.,02/11/2016 07:21:50 AM,04 BRONX,BRONX,1005135,240392,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82647133438282,-73.92453608106797,"(40.82647133438282, -73.92453608106797)"
32614512,02/06/2016 11:06:59 AM,02/08/2016 01:45:54 PM,DOT,Department of Transportation,Ferry Inquiry,Lost and Found,Ferry,,,,,,,,,,,N/A,Closed,03/07/2016 11:06:59 AM,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",02/08/2016 01:45:54 PM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,Manhattan Bound,Unknown,,,
32613769,02/06/2016 11:08:30 AM,02/16/2016 11:25:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,10314,,,,,MULLER AVENUE,WATERS AVENUE,INTERSECTION,STATEN ISLAND,,N/A,Closed,,,02/16/2016 11:25:00 AM,01 STATEN ISLAND,STATEN ISLAND,945048,164479,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61804657991093,-74.14120661110482,"(40.61804657991093, -74.14120661110482)"
32613931,02/06/2016 11:09:18 AM,02/06/2016 11:09:18 AM,DOT,Department of Transportation,Street Condition,Pothole,,11375,,,,,62 DRIVE,108 STREET,INTERSECTION,Forest Hills,,N/A,Closed,,,02/06/2016 11:09:18 AM,06 QUEENS,QUEENS,1025543,207331,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.735655957402535,-73.85099901475667,"(40.735655957402535, -73.85099901475667)"
32616858,02/06/2016 11:10:29 AM,02/08/2016 02:38:26 AM,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,11432,,,,,,,,HOLLIS,,N/A,Closed,02/16/2016 11:10:29 AM,The Department of Transportation has completed the request or corrected the condition.,02/08/2016 02:38:27 AM,08 QUEENS,QUEENS,1044921,201724,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Grand Central Pkwy,East/Long Island Bound,Ramp,188th St (Exit 19),,,,40.720154458083016,-73.78112655416012,"(40.720154458083016, -73.78112655416012)"
32614074,02/06/2016 11:10:53 AM,03/05/2016 07:03:49 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,10028,1221 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST 82 STREET,EAST 83 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,02/26/2016 11:10:53 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/05/2016 07:03:49 AM,08 MANHATTAN,MANHATTAN,996107,222463,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77727788027453,-73.95718867178958,"(40.77727788027453, -73.95718867178958)"
32614089,02/06/2016 11:13:23 AM,03/05/2016 07:03:47 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11201,144 CLINTON STREET,CLINTON STREET,JORALEMON STREET,LIVINGSTON STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/26/2016 11:13:23 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/05/2016 07:03:47 AM,02 BROOKLYN,BROOKLYN,986081,191486,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69226141970359,-73.99339735277505,"(40.69226141970359, -73.99339735277505)"
32618996,02/06/2016 11:15:00 AM,02/06/2016 12:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Vehicle Signal,,,,,,,JEROME AVE,213 ST E,INTERSECTION,,,N/A,Closed,,,02/06/2016 12:45:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32613280,02/06/2016 11:18:31 AM,02/08/2016 10:07:31 AM,DOT,Department of Transportation,Bridge Condition,Rough Pavement,Bridge,,,,,,,,,NEW YORK,,N/A,Closed,08/04/2016 11:18:31 AM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,02/08/2016 10:07:31 AM,Unspecified BROOKLYN,BROOKLYN,985092,196538,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,Brooklyn Br,Brooklyn Bound,Roadway,Bikepath,,,,40.706128129935784,-73.99696308825119,"(40.706128129935784, -73.99696308825119)"
32612868,02/06/2016 11:19:01 AM,02/16/2016 03:20:41 PM,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,11367,REEVES AVENUE,REEVES AVENUE,61 ROAD,HORACE HARDING EXPRESSWAY,,,BLOCKFACE,FLUSHING,,N/A,Closed,02/23/2016 09:30:50 AM,The Department of Transportation has completed the request or corrected the condition.,02/16/2016 03:20:41 PM,08 QUEENS,QUEENS,1035183,208440,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73864962105516,-73.81620589274566,"(40.73864962105516, -73.81620589274566)"
32615880,02/06/2016 11:21:34 AM,02/08/2016 02:37:47 PM,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,10010,,,,,,,,NEW YORK,,N/A,Closed,02/16/2016 11:21:34 AM,The Department of Transportation has completed the request or corrected the condition.,02/08/2016 02:37:47 PM,06 MANHATTAN,MANHATTAN,991433,208028,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Ramp,East 34th St (Exit 8),,,,40.73766252693385,-73.97408021194765,"(40.73766252693385, -73.97408021194765)"
32612785,02/06/2016 11:26:11 AM,02/19/2016 09:10:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,11233,2335 ATLANTIC AVENUE,ATLANTIC AVENUE,EASTERN PARKWAY,SHERLOCK PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,02/19/2016 09:10:00 PM,16 BROOKLYN,BROOKLYN,1009902,185635,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.676164782809515,-73.90752033933752,"(40.676164782809515, -73.90752033933752)"
32612043,02/06/2016 11:29:23 AM,03/25/2016 03:43:07 PM,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,11103,24-20 STEINWAY STREET,STEINWAY STREET,ASTORIA BOULEVARD,25 AVENUE,,,ADDRESS,ASTORIA,,N/A,Closed,02/26/2016 11:29:23 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/25/2016 03:43:08 PM,01 QUEENS,QUEENS,1008869,219330,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.768652286860906,-73.91112121774063,"(40.768652286860906, -73.91112121774063)"
32613950,02/06/2016 11:33:15 AM,02/08/2016 10:12:19 AM,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,10010,,,,,,,,NEW YORK,,N/A,Closed,02/15/2016 04:13:46 PM,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,02/08/2016 10:11:21 AM,06 MANHATTAN,MANHATTAN,991843,209229,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,East 34th St (Exit 8) - East 42nd St (Exit 9),,,,40.74095863124333,-73.97259937526923,"(40.74095863124333, -73.97259937526923)"
32618342,02/06/2016 11:35:00 AM,02/06/2016 12:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Cable,,11693,,,,,ROCKAWAY BEACH BOULEVARD,BEACH 80 STREET,INTERSECTION,Far Rockaway,,N/A,Closed,,,02/06/2016 12:45:00 PM,14 QUEENS,QUEENS,1038037,153589,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58807928143184,-73.80634471097898,"(40.58807928143184, -73.80634471097898)"
32614492,02/06/2016 11:36:00 AM,02/06/2016 12:30:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,,,,,,PALISADE AVE,INDEPENDENCE AVE,INTERSECTION,,,N/A,Closed,,,02/06/2016 12:30:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
32614728,02/06/2016 11:44:33 AM,02/16/2016 07:22:55 AM,DOT,Department of Transportation,Street Sign - Damaged,Street Cleaning - ASP,Street,11226,1745 CATON AVENUE,CATON AVENUE,EAST 18 STREET,ST PAULS PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2016 06:14:59 AM,The Department of Transportation has completed the request or corrected the condition.,02/16/2016 07:22:55 AM,14 BROOKLYN,BROOKLYN,994413,176601,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6513997887604,-73.96337432687015,"(40.6513997887604, -73.96337432687015)"
32614743,02/06/2016 11:45:54 AM,02/16/2016 07:23:00 AM,DOT,Department of Transportation,Street Sign - Dangling,Speed Limit,Street,11215,512 CARROLL STREET,CARROLL STREET,WHITWELL PLACE,DENTON PLACE,,,ADDRESS,BROOKLYN,,N/A,Closed,02/22/2016 06:21:04 AM,The Department of Transportation has completed the request or corrected the condition.,02/16/2016 07:23:00 AM,06 BROOKLYN,BROOKLYN,988339,185805,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67666761675487,-73.98525837692459,"(40.67666761675487, -73.98525837692459)"
32617002,02/06/2016 11:46:36 AM,03/05/2016 07:14:57 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11204,6413 18 AVENUE,18 AVENUE,64 STREET,65 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,02/26/2016 11:46:36 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/05/2016 07:14:57 AM,11 BROOKLYN,BROOKLYN,987108,165010,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61959033021022,-73.98970517692152,"(40.61959033021022, -73.98970517692152)"
32616673,02/06/2016 11:47:09 AM,02/11/2016 01:28:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10019,718 5 AVENUE,5 AVENUE,EAST   55 STREET,EAST   56 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02/11/2016 01:28:00 PM,05 MANHATTAN,MANHATTAN,991304,216969,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76220341877964,-73.9745363285171,"(40.76220341877964, -73.9745363285171)"
32618029,02/06/2016 11:47:51 AM,03/17/2016 08:35:45 AM,DOT,Department of Transportation,Broken Muni Meter,Out of Order,Street,11201,,,,,MONTAGUE STREET,CLINTON STREET,INTERSECTION,BROOKLYN,,N/A,Closed,02/26/2016 11:47:51 AM,The Department of Transportation has completed the request or corrected the condition.,03/17/2016 08:35:45 AM,02 BROOKLYN,BROOKLYN,986351,192220,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69427601992895,-73.99242349482047,"(40.69427601992895, -73.99242349482047)"
32611938,02/06/2016 11:48:07 AM,02/09/2016 10:27:00 AM,DOT,Department of Transportation,Street Condition,Pothole,,11357,165-05 CROSS ISLAND PARKWAY,CROSS ISLAND PARKWAY,165 STREET,166 STREET,,,ADDRESS,Whitestone,,N/A,Closed,,,02/09/2016 10:27:00 AM,07 QUEENS,QUEENS,1040287,225794,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.78625089131935,-73.79764326974754,"(40.78625089131935, -73.79764326974754)"
32612839,02/06/2016 11:49:45 AM,02/09/2016 02:25:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,10005,34 PINE STREET,PINE STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,,02/09/2016 02:25:00 PM,01 MANHATTAN,MANHATTAN,981616,196951,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.707261365457796,-74.00950042939228,"(40.707261365457796, -74.00950042939228)"
32614871,02/06/2016 11:52:00 AM,03/19/2016 09:56:22 AM,DOT,Department of Transportation,Broken Muni Meter,Coin or Card Did Not Register,Street,10011,,,,,7 AVENUE,WEST   17 STREET,INTERSECTION,NEW YORK,,N/A,Closed,02/26/2016 11:52:00 AM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",03/19/2016 09:56:22 AM,04 MANHATTAN,MANHATTAN,984725,209050,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74047056754592,-73.9982858947459,"(40.74047056754592, -73.9982858947459)"
